student_id,learning_style,learning_speed,ability,question_id,topic,subtopic,difficulty,time_taken,hints_used,correct,timestamp,session_id,prev_correct_1,prev_correct_2,prev_correct_3,rolling_accuracy_5,rolling_accuracy_10,topic_attempt_count,topic_correct_rate
S0002,verbal,moderate,0.643,Q000344,Data Structures,Trees,easy,9,0,1,2025-01-22T11:55:04,session_149,0,0,0,0.0,0.0,1,0.5
S0002,verbal,moderate,0.643,Q000318,Data Structures,Linked Lists,medium,31,1,0,2025-01-22T11:55:24,session_149,1,0,0,0.2,0.0,2,0.3333333333333333
S0002,verbal,moderate,0.643,Q000396,Algorithms,Greedy,easy,20,0,1,2025-01-22T11:57:00,session_149,0,1,0,0.4,0.0,0,1.0
S0002,verbal,moderate,0.643,Q000352,Data Structures,Graphs,medium,27,1,0,2025-01-22T11:59:00,session_149,1,0,1,0.4,0.0,3,0.25
S0002,verbal,moderate,0.643,Q000326,Data Structures,Linked Lists,medium,19,1,0,2025-01-22T11:59:45,session_149,0,1,0,0.4,0.0,4,0.2
S0002,verbal,moderate,0.643,Q000229,Geometry,Mensuration,easy,22,1,0,2025-01-22T12:02:08,session_149,0,0,1,0.2,0.0,0,0.0
S0002,verbal,moderate,0.643,Q000185,Geometry,Triangles,easy,27,1,0,2025-01-22T12:03:00,session_149,0,0,0,0.2,0.2,1,0.0
S0002,verbal,moderate,0.643,Q000354,Data Structures,Graphs,easy,26,1,0,2025-01-22T12:13:30,session_149,0,0,0,0.0,0.2,5,0.16666666666666666
S0002,verbal,moderate,0.643,Q000486,DBMS,SQL,hard,36,1,0,2025-01-22T12:16:18,session_149,0,0,0,0.0,0.2,1,0.0
S0002,verbal,moderate,0.643,Q000542,Networks,OSI,hard,32,1,0,2025-01-28T07:53:04,session_extra_66669,0,0,0,0.0,0.2,0,0.0
S0002,verbal,moderate,0.643,Q000491,DBMS,SQL,easy,31,1,0,2025-02-05T19:33:44,session_224,0,0,0,0.0,0.1,2,0.0
S0002,verbal,moderate,0.643,Q000137,Trigonometry,Angles,easy,5,0,1,2025-02-05T19:35:28,session_224,0,0,0,0.2,0.2,0,1.0
S0002,verbal,moderate,0.643,Q000498,DBMS,ER Model,easy,30,1,0,2025-02-05T19:36:25,session_224,1,0,0,0.2,0.1,3,0.0
S0002,verbal,moderate,0.643,Q000508,DBMS,ER Model,easy,31,1,0,2025-02-05T19:38:00,session_224,0,1,0,0.2,0.1,4,0.0
S0002,verbal,moderate,0.643,Q000526,DBMS,Transactions,medium,33,1,0,2025-02-05T19:38:06,session_224,0,0,1,0.2,0.1,5,0.0
S0002,verbal,moderate,0.643,Q000530,DBMS,Transactions,easy,22,1,0,2025-02-05T19:39:39,session_224,0,0,0,0.2,0.1,6,0.0
S0002,verbal,moderate,0.643,Q000504,DBMS,ER Model,medium,21,0,1,2025-02-05T19:41:20,session_224,0,0,0,0.2,0.2,7,0.125
S0002,verbal,moderate,0.643,Q000116,Probability,Distributions,hard,31,1,0,2025-02-05T19:58:30,session_224,1,0,0,0.2,0.2,1,0.0
S0002,verbal,moderate,0.643,Q000523,DBMS,Normalization,medium,29,0,1,2025-02-05T20:00:58,session_224,0,1,0,0.4,0.3,8,0.2222222222222222
S0002,verbal,moderate,0.643,Q000578,Networks,Routing,easy,27,1,0,2025-02-07T00:54:35,session_extra_79799,1,0,1,0.4,0.3,1,0.0
S0003,verbal,moderate,0.738,Q000383,Algorithms,DP,easy,24,0,1,2025-01-29T09:21:00,session_256,0,0,0,0.0,0.0,0,1.0
S0003,verbal,moderate,0.738,Q000328,Data Structures,Linked Lists,hard,35,1,0,2025-01-29T09:23:18,session_256,1,0,0,0.0,0.0,0,0.0
S0003,verbal,moderate,0.738,Q000444,Operating Systems,Scheduling,hard,48,1,0,2025-01-29T09:23:36,session_256,0,1,0,0.0,0.0,0,0.0
S0003,verbal,moderate,0.738,Q000014,Algebra,Linear Eq,easy,20,0,1,2025-01-29T09:25:20,session_256,0,0,1,0.0,0.0,0,1.0
S0003,verbal,moderate,0.738,Q000482,DBMS,SQL,easy,21,1,0,2025-01-29T09:26:48,session_256,1,0,0,0.4,0.0,0,0.0
S0003,verbal,moderate,0.738,Q000523,DBMS,Normalization,medium,38,1,0,2025-01-29T09:32:00,session_256,0,1,0,0.2,0.0,1,0.0
S0003,verbal,moderate,0.738,Q000028,Algebra,Quadratics,easy,30,0,1,2025-01-29T09:33:30,session_256,0,0,1,0.4,0.0,1,1.0
S0003,verbal,moderate,0.738,Q000038,Algebra,Polynomials,medium,30,1,0,2025-01-29T09:37:18,session_256,1,0,0,0.4,0.0,2,0.6666666666666666
S0003,verbal,moderate,0.738,Q000042,Algebra,Polynomials,easy,6,1,0,2025-01-29T09:37:20,session_256,0,1,0,0.2,0.0,3,0.5
S0003,verbal,moderate,0.738,Q000207,Geometry,Circles,easy,17,1,0,2025-01-29T09:40:57,session_256,0,0,1,0.2,0.3,0,0.0
S0003,verbal,moderate,0.738,Q000019,Algebra,Quadratics,medium,38,0,1,2025-01-29T09:43:08,session_256,0,0,0,0.4,0.3,4,0.6
S0003,verbal,moderate,0.738,Q000048,Algebra,Inequalities,easy,13,1,0,2025-01-29T09:48:18,session_256,1,0,0,0.2,0.3,5,0.5
S0003,verbal,moderate,0.738,Q000466,Operating Systems,Deadlocks,easy,12,1,0,2025-01-29T09:48:48,session_256,0,1,0,0.2,0.3,1,0.0
S0003,verbal,moderate,0.738,Q000059,Algebra,Inequalities,easy,34,1,0,2025-01-29T09:49:00,session_256,0,0,1,0.2,0.2,6,0.42857142857142855
S0003,verbal,moderate,0.738,Q000010,Algebra,Linear Eq,easy,5,1,0,2025-01-29T09:49:14,session_256,0,0,0,0.2,0.2,7,0.375
S0003,verbal,moderate,0.738,Q000018,Algebra,Quadratics,medium,26,0,1,2025-01-29T09:49:14,session_256,0,0,0,0.2,0.3,8,0.4444444444444444
S0003,verbal,moderate,0.738,Q000004,Algebra,Linear Eq,easy,13,1,0,2025-01-29T10:07:56,session_256,1,0,0,0.2,0.2,9,0.4
S0003,verbal,moderate,0.738,Q000132,Trigonometry,Identities,easy,24,1,0,2025-02-03T19:16:09,session_extra_78584,0,1,0,0.2,0.2,0,0.0
S0004,verbal,moderate,0.843,Q000278,Number System,Prime Numbers,medium,47,1,0,2025-02-05T21:10:52,session_extra_48075,0,0,0,0.0,0.0,0,0.0
S0004,verbal,moderate,0.843,Q000217,Geometry,Coordinate,medium,31,1,0,2025-02-16T20:23:00,session_503,0,0,0,0.0,0.0,0,0.0
S0004,verbal,moderate,0.843,Q000551,Networks,OSI,medium,17,1,0,2025-02-16T20:25:12,session_503,0,0,0,0.0,0.0,0,0.0
S0004,verbal,moderate,0.843,Q000599,Networks,IP,easy,17,0,1,2025-02-16T20:25:58,session_503,0,0,0,0.0,0.0,1,0.5
S0004,verbal,moderate,0.843,Q000568,Networks,TCP/UDP,hard,43,1,0,2025-02-16T20:26:42,session_503,1,0,0,0.2,0.0,2,0.3333333333333333
S0004,verbal,moderate,0.843,Q000557,Networks,TCP/UDP,easy,21,1,0,2025-02-16T20:27:06,session_503,0,1,0,0.2,0.0,3,0.25
S0004,verbal,moderate,0.843,Q000574,Networks,Routing,hard,32,1,0,2025-02-16T20:29:04,session_503,0,0,1,0.2,0.0,4,0.2
S0004,verbal,moderate,0.843,Q000511,DBMS,Normalization,easy,7,1,0,2025-02-16T20:29:40,session_503,0,0,0,0.2,0.0,0,0.0
S0004,verbal,moderate,0.843,Q000541,Networks,OSI,medium,37,1,0,2025-02-16T20:34:36,session_503,0,0,0,0.0,0.0,5,0.16666666666666666
S0004,verbal,moderate,0.843,Q000555,Networks,OSI,hard,36,1,0,2025-02-16T20:34:40,session_503,0,0,0,0.0,0.1,6,0.14285714285714285
S0004,verbal,moderate,0.843,Q000598,Networks,IP,easy,27,1,0,2025-02-16T20:43:20,session_503,0,0,0,0.0,0.1,7,0.125
S0004,verbal,moderate,0.843,Q000153,Trigonometry,Graphs,easy,35,1,0,2025-02-16T20:45:55,session_503,0,0,0,0.0,0.1,0,0.0
S0004,verbal,moderate,0.843,Q000031,Algebra,Polynomials,medium,30,0,1,2025-02-16T20:47:45,session_503,0,0,0,0.2,0.2,0,1.0
S0004,verbal,moderate,0.843,Q000560,Networks,TCP/UDP,easy,16,0,1,2025-02-16T20:52:02,session_503,1,0,0,0.4,0.2,8,0.2222222222222222
S0004,verbal,moderate,0.843,Q000345,Data Structures,Trees,easy,20,0,1,2025-02-18T17:09:14,session_extra_18801,1,1,0,0.6,0.3,0,1.0
S0004,verbal,moderate,0.843,Q000393,Algorithms,Greedy,easy,14,1,0,2025-02-26T10:34:47,session_extra_77094,1,1,1,0.6,0.3,0,0.0
S0005,visual,slow,0.632,Q000462,Operating Systems,Memory,easy,30,1,0,2025-01-10T09:16:52,session_extra_70908,0,0,0,0.0,0.0,0,0.0
S0005,visual,slow,0.632,Q000074,Probability,Basic Prob,easy,22,0,1,2025-01-24T19:01:06,session_extra_37822,0,0,0,0.0,0.0,0,1.0
S0005,visual,slow,0.632,Q000257,Number System,Divisibility,easy,13,0,1,2025-01-27T15:33:00,session_728,1,0,0,0.0,0.0,0,1.0
S0005,visual,slow,0.632,Q000280,Number System,Prime Numbers,medium,48,1,0,2025-01-27T15:33:53,session_728,1,1,0,0.0,0.0,1,0.5
S0005,visual,slow,0.632,Q000273,Number System,Prime Numbers,medium,34,1,0,2025-01-27T15:35:00,session_728,0,1,1,0.4,0.0,2,0.3333333333333333
S0005,visual,slow,0.632,Q000288,Number System,Modular Arithmetic,easy,17,1,0,2025-01-27T15:36:44,session_728,0,0,1,0.4,0.0,3,0.25
S0005,visual,slow,0.632,Q000325,Data Structures,Linked Lists,easy,23,1,0,2025-01-27T15:37:18,session_728,0,0,0,0.2,0.0,0,0.0
S0005,visual,slow,0.632,Q000316,Data Structures,Linked Lists,hard,34,1,0,2025-01-27T15:37:33,session_728,0,0,0,0.0,0.0,1,0.0
S0005,visual,slow,0.632,Q000171,Trigonometry,Inverse Trig,hard,44,1,0,2025-01-27T15:37:42,session_728,0,0,0,0.0,0.0,0,0.0
S0005,visual,slow,0.632,Q000296,Number System,Modular Arithmetic,medium,41,1,0,2025-01-27T15:38:15,session_728,0,0,0,0.0,0.2,4,0.2
S0005,visual,slow,0.632,Q000390,Algorithms,DP,medium,53,1,0,2025-01-27T15:39:00,session_728,0,0,0,0.0,0.2,0,0.0
S0005,visual,slow,0.632,Q000294,Number System,Modular Arithmetic,easy,18,1,0,2025-01-27T15:51:18,session_728,0,0,0,0.0,0.1,5,0.16666666666666666
S0005,visual,slow,0.632,Q000485,DBMS,SQL,hard,34,1,0,2025-01-27T15:53:40,session_728,0,0,0,0.0,0.0,0,0.0
S0006,verbal,moderate,0.632,Q000340,Data Structures,Trees,easy,30,1,0,2025-01-06T05:18:00,session_extra_96838,0,0,0,0.0,0.0,0,0.0
S0006,verbal,moderate,0.632,Q000537,DBMS,Transactions,easy,20,1,0,2025-01-15T12:49:55,session_extra_41526,0,0,0,0.0,0.0,0,0.0
S0006,verbal,moderate,0.632,Q000132,Trigonometry,Identities,easy,29,1,0,2025-01-30T03:35:55,session_extra_64173,0,0,0,0.0,0.0,0,0.0
S0006,verbal,moderate,0.632,Q000230,Geometry,Mensuration,hard,33,0,1,2025-02-19T18:20:00,session_298,0,0,0,0.0,0.0,0,1.0
S0006,verbal,moderate,0.632,Q000205,Geometry,Circles,easy,27,0,1,2025-02-19T18:21:33,session_298,1,0,0,0.4,0.0,1,1.0
S0006,verbal,moderate,0.632,Q000052,Algebra,Inequalities,easy,19,1,0,2025-02-19T18:25:30,session_298,1,1,0,0.4,0.0,0,0.0
S0006,verbal,moderate,0.632,Q000044,Algebra,Polynomials,easy,12,1,0,2025-02-19T18:25:52,session_298,0,1,1,0.4,0.0,1,0.0
S0007,verbal,moderate,0.85,Q000502,DBMS,ER Model,easy,24,1,0,2025-01-02T04:34:28,session_extra_11794,0,0,0,0.0,0.0,0,0.0
S0007,verbal,moderate,0.85,Q000409,Algorithms,Searching,medium,31,0,1,2025-01-13T17:33:00,session_337,0,0,0,0.0,0.0,0,1.0
S0007,verbal,moderate,0.85,Q000191,Geometry,Triangles,easy,24,0,1,2025-01-13T17:33:47,session_337,1,0,0,0.0,0.0,0,1.0
S0007,verbal,moderate,0.85,Q000042,Algebra,Polynomials,easy,22,1,0,2025-01-13T17:35:21,session_337,1,1,0,0.0,0.0,0,0.0
S0007,verbal,moderate,0.85,Q000184,Geometry,Triangles,easy,23,1,0,2025-01-13T17:37:58,session_337,0,1,1,0.4,0.0,1,0.5
S0007,verbal,moderate,0.85,Q000444,Operating Systems,Scheduling,hard,16,1,0,2025-01-13T17:38:52,session_337,0,0,1,0.4,0.0,0,0.0
S0007,verbal,moderate,0.85,Q000210,Geometry,Circles,hard,36,1,0,2025-01-13T17:39:47,session_337,0,0,0,0.2,0.0,2,0.3333333333333333
S0007,verbal,moderate,0.85,Q000322,Data Structures,Linked Lists,hard,43,1,0,2025-01-13T17:42:20,session_337,0,0,0,0.0,0.0,0,0.0
S0007,verbal,moderate,0.85,Q000236,Geometry,Mensuration,easy,34,0,1,2025-01-13T17:44:12,session_337,0,0,0,0.2,0.0,3,0.5
S0007,verbal,moderate,0.85,Q000397,Algorithms,Greedy,easy,35,1,0,2025-01-13T17:44:20,session_337,1,0,0,0.2,0.3,1,0.5
S0007,verbal,moderate,0.85,Q000234,Geometry,Mensuration,medium,30,1,0,2025-01-13T17:46:11,session_337,0,1,0,0.2,0.3,4,0.4
S0007,verbal,moderate,0.85,Q000221,Geometry,Coordinate,hard,42,1,0,2025-01-13T17:46:26,session_337,0,0,1,0.2,0.2,5,0.3333333333333333
S0007,verbal,moderate,0.85,Q000069,Probability,Basic Prob,easy,30,1,0,2025-01-13T17:47:30,session_337,0,0,0,0.2,0.1,0,0.0
S0007,verbal,moderate,0.85,Q000220,Geometry,Coordinate,easy,20,1,0,2025-01-13T17:48:36,session_337,0,0,0,0.0,0.1,6,0.2857142857142857
S0007,verbal,moderate,0.85,Q000315,Data Structures,Arrays,medium,26,1,0,2025-01-13T17:48:45,session_337,0,0,0,0.0,0.1,1,0.0
S0007,verbal,moderate,0.85,Q000049,Algebra,Inequalities,medium,27,1,0,2025-01-29T10:27:00,session_extra_20208,0,0,0,0.0,0.1,1,0.0
S0007,verbal,moderate,0.85,Q000416,Algorithms,Searching,easy,18,0,1,2025-02-05T11:03:00,session_217,0,0,0,0.2,0.2,2,0.6666666666666666
S0007,verbal,moderate,0.85,Q000377,Algorithms,DP,medium,16,1,0,2025-02-05T11:05:58,session_217,1,0,0,0.2,0.2,3,0.5
S0007,verbal,moderate,0.85,Q000378,Algorithms,DP,easy,24,1,0,2025-02-05T11:06:25,session_217,0,1,0,0.2,0.1,4,0.4
S0007,verbal,moderate,0.85,Q000387,Algorithms,DP,easy,25,1,0,2025-02-05T11:07:34,session_217,0,0,1,0.2,0.1,5,0.3333333333333333
S0007,verbal,moderate,0.85,Q000411,Algorithms,Searching,medium,18,1,0,2025-02-05T11:07:42,session_217,0,0,0,0.2,0.1,6,0.2857142857142857
S0007,verbal,moderate,0.85,Q000370,Algorithms,Sorting,hard,35,1,0,2025-02-05T11:09:46,session_217,0,0,0,0.0,0.1,7,0.25
S0007,verbal,moderate,0.85,Q000013,Algebra,Linear Eq,easy,33,0,1,2025-02-05T11:10:36,session_217,0,0,0,0.2,0.2,2,0.3333333333333333
S0007,verbal,moderate,0.85,Q000439,Operating Systems,Scheduling,easy,21,0,1,2025-02-05T11:11:30,session_217,1,0,0,0.4,0.3,1,0.5
S0007,verbal,moderate,0.85,Q000371,Algorithms,Sorting,medium,31,0,1,2025-02-05T11:12:45,session_217,1,1,0,0.6,0.4,8,0.3333333333333333
S0007,verbal,moderate,0.85,Q000406,Algorithms,Searching,easy,11,1,0,2025-02-05T11:13:46,session_217,1,1,1,0.6,0.4,9,0.3
S0007,verbal,moderate,0.85,Q000421,Operating Systems,Processes,easy,30,1,0,2025-02-05T11:14:52,session_217,0,1,1,0.6,0.3,2,0.3333333333333333
S0007,verbal,moderate,0.85,Q000375,Algorithms,Sorting,easy,19,1,0,2025-02-05T11:15:16,session_217,0,0,1,0.4,0.3,10,0.2727272727272727
S0007,verbal,moderate,0.85,Q000472,Operating Systems,Deadlocks,medium,30,0,1,2025-02-05T11:16:32,session_217,0,0,0,0.4,0.4,3,0.5
S0007,verbal,moderate,0.85,Q000407,Algorithms,Searching,easy,44,1,0,2025-02-05T11:19:40,session_217,1,0,0,0.2,0.4,11,0.25
S0007,verbal,moderate,0.85,Q000419,Algorithms,Searching,medium,19,1,0,2025-02-05T11:21:36,session_217,0,1,0,0.2,0.4,12,0.23076923076923078
S0007,verbal,moderate,0.85,Q000392,Algorithms,Greedy,medium,45,1,1,2025-02-05T11:25:57,session_217,0,0,1,0.4,0.5,13,0.2857142857142857
S0007,verbal,moderate,0.85,Q000248,Number System,HCF LCM,easy,20,0,1,2025-02-05T11:28:15,session_217,1,0,0,0.6,0.5,0,1.0
S0007,verbal,moderate,0.85,Q000389,Algorithms,DP,hard,38,1,0,2025-02-05T11:31:12,session_217,1,1,0,0.4,0.4,14,0.26666666666666666
S0007,verbal,moderate,0.85,Q000012,Algebra,Linear Eq,medium,18,0,1,2025-02-05T11:41:42,session_217,0,1,1,0.6,0.4,3,0.5
S0008,verbal,moderate,0.752,Q000122,Trigonometry,Identities,medium,24,1,0,2025-01-14T16:34:58,session_extra_25374,0,0,0,0.0,0.0,0,0.0
S0008,verbal,moderate,0.752,Q000564,Networks,TCP/UDP,easy,33,1,0,2025-01-19T15:49:57,session_extra_14707,0,0,0,0.0,0.0,0,0.0
S0008,verbal,moderate,0.752,Q000585,Networks,Routing,hard,35,1,0,2025-02-03T11:08:00,session_541,0,0,0,0.0,0.0,1,0.0
S0008,verbal,moderate,0.752,Q000142,Trigonometry,Angles,medium,39,1,0,2025-02-03T11:09:03,session_541,0,0,0,0.0,0.0,1,0.0
S0008,verbal,moderate,0.752,Q000129,Trigonometry,Identities,hard,33,1,0,2025-02-03T11:11:18,session_541,0,0,0,0.0,0.0,2,0.0
S0008,verbal,moderate,0.752,Q000177,Trigonometry,Inverse Trig,easy,16,0,1,2025-02-03T11:11:20,session_541,0,0,0,0.2,0.0,3,0.25
S0008,verbal,moderate,0.752,Q000430,Operating Systems,Processes,medium,17,1,0,2025-02-03T11:14:18,session_541,1,0,0,0.2,0.0,0,0.0
S0008,verbal,moderate,0.752,Q000141,Trigonometry,Angles,easy,21,0,1,2025-02-03T11:21:32,session_541,0,1,0,0.4,0.0,4,0.4
S0008,verbal,moderate,0.752,Q000496,DBMS,ER Model,medium,39,1,0,2025-02-09T15:38:00,session_438,1,0,1,0.4,0.0,0,0.0
S0008,verbal,moderate,0.752,Q000162,Trigonometry,Graphs,medium,35,1,0,2025-02-09T15:39:38,session_438,0,1,0,0.4,0.2,5,0.3333333333333333
S0008,verbal,moderate,0.752,Q000144,Trigonometry,Angles,hard,51,1,0,2025-02-09T15:39:42,session_438,0,0,1,0.2,0.2,6,0.2857142857142857
S0008,verbal,moderate,0.752,Q000440,Operating Systems,Scheduling,medium,29,0,1,2025-02-09T15:40:40,session_438,0,0,0,0.4,0.3,1,0.5
S0008,verbal,moderate,0.752,Q000148,Trigonometry,Angles,medium,17,1,0,2025-02-09T15:43:04,session_438,1,0,0,0.2,0.3,7,0.25
S0008,verbal,moderate,0.752,Q000254,Number System,HCF LCM,easy,9,1,0,2025-02-09T15:44:10,session_438,0,1,0,0.2,0.3,0,0.0
S0008,verbal,moderate,0.752,Q000136,Trigonometry,Angles,easy,21,1,0,2025-02-09T15:49:04,session_438,0,0,1,0.2,0.3,8,0.2222222222222222
S0008,verbal,moderate,0.752,Q000143,Trigonometry,Angles,easy,28,0,1,2025-02-09T15:49:15,session_438,0,0,0,0.4,0.3,9,0.3
S0008,verbal,moderate,0.752,Q000160,Trigonometry,Graphs,easy,27,1,0,2025-02-09T15:50:24,session_438,1,0,0,0.2,0.3,10,0.2727272727272727
S0008,verbal,moderate,0.752,Q000146,Trigonometry,Angles,easy,13,0,1,2025-02-09T15:54:00,session_438,0,1,0,0.4,0.3,11,0.3333333333333333
S0008,verbal,moderate,0.752,Q000216,Geometry,Coordinate,hard,34,1,0,2025-02-09T16:06:14,session_438,1,0,1,0.4,0.3,0,0.0
S0008,verbal,moderate,0.752,Q000150,Trigonometry,Angles,easy,9,1,0,2025-02-09T16:06:16,session_438,0,1,0,0.4,0.3,12,0.3076923076923077
S0008,verbal,moderate,0.752,Q000170,Trigonometry,Inverse Trig,easy,34,0,1,2025-02-09T16:07:10,session_438,0,0,1,0.4,0.4,13,0.35714285714285715
S0008,verbal,moderate,0.752,Q000138,Trigonometry,Angles,medium,19,1,0,2025-02-09T16:11:22,session_438,1,0,0,0.4,0.3,14,0.3333333333333333
S0009,kinesthetic,moderate,0.604,Q000365,Algorithms,Sorting,easy,11,1,0,2025-01-17T10:37:38,session_extra_33937,0,0,0,0.0,0.0,0,0.0
S0009,kinesthetic,moderate,0.604,Q000344,Data Structures,Trees,easy,13,1,0,2025-02-09T06:53:03,session_extra_62018,0,0,0,0.0,0.0,0,0.0
S0009,kinesthetic,moderate,0.604,Q000042,Algebra,Polynomials,easy,28,1,0,2025-03-01T14:46:08,session_extra_60646,0,0,0,0.0,0.0,0,0.0
S0010,kinesthetic,moderate,0.725,Q000098,Probability,Expected Value,medium,28,1,0,2025-02-03T10:40:03,session_extra_25547,0,0,0,0.0,0.0,0,0.0
S0010,kinesthetic,moderate,0.725,Q000570,Networks,TCP/UDP,medium,24,1,0,2025-03-01T05:29:36,session_extra_55014,0,0,0,0.0,0.0,0,0.0
S0010,kinesthetic,moderate,0.725,Q000597,Networks,IP,medium,26,1,0,2025-03-02T03:24:26,session_extra_58362,0,0,0,0.0,0.0,1,0.0
S0011,visual,slow,0.604,Q000390,Algorithms,DP,medium,39,0,1,2025-02-23T14:56:00,session_245,0,0,0,0.0,0.0,0,1.0
S0011,visual,slow,0.604,Q000402,Algorithms,Greedy,easy,16,0,1,2025-02-23T14:58:21,session_245,1,0,0,0.0,0.0,1,1.0
S0011,visual,slow,0.604,Q000385,Algorithms,DP,easy,40,1,0,2025-02-23T14:58:31,session_245,1,1,0,0.0,0.0,2,0.6666666666666666
S0011,visual,slow,0.604,Q000367,Algorithms,Sorting,easy,36,1,0,2025-02-23T15:00:36,session_245,0,1,1,0.0,0.0,3,0.5
S0011,visual,slow,0.604,Q000400,Algorithms,Greedy,easy,28,1,0,2025-02-23T15:01:22,session_245,0,0,1,0.4,0.0,4,0.4
S0011,visual,slow,0.604,Q000418,Algorithms,Searching,easy,11,0,1,2025-02-23T15:04:05,session_245,0,0,0,0.4,0.0,5,0.5
S0011,visual,slow,0.604,Q000362,Algorithms,Sorting,easy,28,1,0,2025-02-23T15:05:54,session_245,1,0,0,0.2,0.0,6,0.42857142857142855
S0011,visual,slow,0.604,Q000331,Data Structures,Trees,medium,16,0,1,2025-02-23T15:08:00,session_245,0,1,0,0.4,0.0,0,1.0
S0011,visual,slow,0.604,Q000401,Algorithms,Greedy,easy,21,1,0,2025-02-23T15:09:20,session_245,1,0,1,0.4,0.0,7,0.375
S0011,visual,slow,0.604,Q000416,Algorithms,Searching,easy,11,1,0,2025-02-23T15:19:17,session_245,0,1,0,0.4,0.4,8,0.3333333333333333
S0011,visual,slow,0.604,Q000382,Algorithms,DP,easy,34,1,0,2025-02-23T15:20:00,session_245,0,0,1,0.2,0.3,9,0.3
S0011,visual,slow,0.604,Q000410,Algorithms,Searching,easy,5,1,0,2025-02-23T15:20:45,session_245,0,0,0,0.2,0.2,10,0.2727272727272727
S0011,visual,slow,0.604,Q000039,Algebra,Polynomials,hard,42,1,0,2025-02-26T11:18:00,session_592,0,0,0,0.0,0.2,0,0.0
S0011,visual,slow,0.604,Q000024,Algebra,Quadratics,easy,29,1,0,2025-02-26T11:19:39,session_592,0,0,0,0.0,0.2,1,0.0
S0011,visual,slow,0.604,Q000215,Geometry,Coordinate,hard,24,1,0,2025-02-26T11:20:00,session_592,0,0,0,0.0,0.2,0,0.0
S0011,visual,slow,0.604,Q000214,Geometry,Coordinate,easy,25,0,1,2025-02-26T11:22:50,session_592,0,0,0,0.2,0.2,1,0.5
S0011,visual,slow,0.604,Q000028,Algebra,Quadratics,easy,28,0,1,2025-02-26T11:24:27,session_592,1,0,0,0.4,0.3,2,0.3333333333333333
S0011,visual,slow,0.604,Q000060,Algebra,Inequalities,easy,11,0,1,2025-02-26T11:25:16,session_592,1,1,0,0.6,0.3,3,0.5
S0011,visual,slow,0.604,Q000004,Algebra,Linear Eq,easy,33,1,0,2025-02-26T11:28:58,session_592,1,1,1,0.6,0.3,4,0.4
S0011,visual,slow,0.604,Q000048,Algebra,Inequalities,easy,10,1,0,2025-02-26T11:29:12,session_592,0,1,1,0.6,0.3,5,0.3333333333333333
